user_id,campaign_id,channel,device,country,segment,prior_visits_30d,prior_spend_180d,treatment_exposed,impressions,clicks,spend_usd,conversion,revenue_usd,roi,roi_calculated
905889,CMP004,Display,Mobile,US,Tech,0,57.29,1,93,0,0.4,0,0.0,-1.0,-1.0
559773,CMP003,Search,Mobile,UK,Food,0,141.4,1,83,5,1.85,1,114.6,60.946,60.945945945945944
308261,CMP008,Search,Mobile,FR,Fashion,1,54.06,1,74,4,1.24,0,0.0,-1.0,-1.0
864469,CMP010,Social,Mobile,DE,Food,2,66.83,0,11,0,0.04,0,0.0,-1.0,-1.0
441097,CMP001,Email,Mobile,AE,Health,0,100.35,0,15,0,0.05,1,121.63,2431.6,2431.6
415139,CMP002,Video,Mobile,AE,Outdoor,2,239.6,0,9,0,0.07,0,0.0,-1.0,-1.0
271829,CMP007,Video,Mobile,DE,Outdoor,1,10.25,0,13,0,0.05,0,0.0,-1.0,-1.0
371836,CMP004,Search,Mobile,IN,Health,1,220.37,0,14,2,0.6,0,0.0,-1.0,-1.0
538974,CMP008,Social,Mobile,AE,Food,2,45.22,1,91,3,1.24,1,141.68,113.258,113.25806451612902
302283,CMP003,Social,Mobile,FR,Tech,3,110.43,0,13,0,0.07,0,0.0,-1.0,-1.0
296769,CMP006,Search,Desktop,DE,Tech,3,91.95,0,10,0,0.05,0,0.0,-1.0,-1.0
661353,CMP009,Search,Desktop,IN,Outdoor,0,31.37,0,14,0,0.07,0,0.0,-1.0,-1.0
323165,CMP001,Email,Mobile,UK,Health,4,60.5,1,109,1,0.77,1,139.32,179.935,179.9350649350649
723587,CMP001,Search,Mobile,UK,Health,2,92.21,0,19,0,0.13,0,0.0,-1.0,-1.0
635822,CMP008,Search,Tablet,FR,Fashion,3,28.66,0,13,1,0.32,0,0.0,-1.0,-1.0
587879,CMP003,Search,Mobile,FR,Outdoor,2,189.05,1,78,3,1.36,0,0.0,-1.0,-1.0
664685,CMP005,Email,Tablet,FR,Health,3,100.79,0,16,0,0.09,0,0.0,-1.0,-1.0
882038,CMP001,Social,Mobile,AE,Fashion,3,62.66,0,16,0,0.11,0,0.0,-1.0,-1.0
453531,CMP005,Display,Desktop,FR,Tech,0,74.51,0,13,0,0.09,0,0.0,-1.0,-1.0
363160,CMP006,Email,Mobile,DE,Outdoor,0,188.24,0,11,0,0.06,0,0.0,-1.0,-1.0
679879,CMP008,Social,Desktop,DE,Outdoor,1,219.19,0,18,0,0.12,0,0.0,-1.0,-1.0
320884,CMP003,Display,Mobile,IN,Health,3,48.2,0,13,0,0.05,0,0.0,-1.0,-1.0
123247,CMP003,Search,Mobile,DE,Health,2,34.22,0,10,0,0.04,0,0.0,-1.0,-1.0
124300,CMP010,Search,Mobile,AE,Food,3,154.8,0,13,2,0.58,0,0.0,-1.0,-1.0
567281,CMP009,Video,Mobile,UK,Tech,0,38.67,0,22,0,0.14,0,0.0,-1.0,-1.0
707086,CMP004,Display,Desktop,IN,Tech,4,134.58,0,13,1,0.33,1,69.87,210.727,210.72727272727275
633556,CMP004,Social,Mobile,DE,Fashion,1,43.63,0,9,0,0.05,1,153.94,3077.8,3077.7999999999997
448951,CMP007,Social,Desktop,FR,Fashion,1,43.36,0,11,1,0.29,1,180.05,619.862,619.8620689655173
374329,CMP002,Social,Mobile,DE,Food,5,22.34,0,19,0,0.09,0,0.0,-1.0,-1.0
819064,CMP008,Search,Desktop,US,Tech,4,318.17,1,80,4,1.48,0,0.0,-1.0,-1.0
842139,CMP006,Search,Mobile,IN,Fashion,0,220.1,1,100,0,0.42,0,0.0,-1.0,-1.0
532315,CMP003,Search,Tablet,AE,Tech,2,77.13,1,88,1,0.79,0,0.0,-1.0,-1.0
616588,CMP009,Search,Tablet,DE,Tech,3,114.68,1,102,2,0.94,0,0.0,-1.0,-1.0
336584,CMP005,Video,Mobile,DE,Fashion,1,112.23,1,68,1,0.5,0,0.0,-1.0,-1.0
662332,CMP008,Search,Desktop,AE,Health,1,321.67,1,107,6,2.0,0,0.0,-1.0,-1.0
937646,CMP007,Search,Desktop,UK,Health,3,129.78,1,99,2,0.94,0,0.0,-1.0,-1.0
476896,CMP008,Social,Mobile,FR,Fashion,3,176.14,1,88,5,1.86,1,209.98,111.892,111.89247311827955
148984,CMP007,Video,Mobile,FR,Food,2,244.62,1,85,3,1.21,0,0.0,-1.0,-1.0
402918,CMP003,Search,Mobile,UK,Outdoor,0,47.2,0,11,1,0.29,0,0.0,-1.0,-1.0
364712,CMP002,Search,Desktop,UK,Tech,3,53.99,0,7,0,0.05,0,0.0,-1.0,-1.0
220151,CMP007,Social,Mobile,US,Outdoor,0,219.51,0,10,0,0.04,0,0.0,-1.0,-1.0
555808,CMP003,Display,Mobile,AE,Fashion,1,74.99,1,101,0,0.59,0,0.0,-1.0,-1.0
233767,CMP003,Social,Mobile,IN,Tech,4,41.59,0,9,0,0.05,0,0.0,-1.0,-1.0
748663,CMP002,Video,Mobile,FR,Outdoor,2,107.49,1,71,5,1.79,0,0.0,-1.0,-1.0
803550,CMP004,Email,Desktop,UK,Health,3,214.85,0,12,0,0.05,0,0.0,-1.0,-1.0
236330,CMP008,Video,Tablet,UK,Food,0,344.14,0,11,0,0.04,0,0.0,-1.0,-1.0
580754,CMP001,Display,Mobile,AE,Outdoor,1,279.62,0,15,0,0.07,0,0.0,-1.0,-1.0
401648,CMP001,Social,Mobile,IN,Food,3,7.29,1,91,7,2.28,0,0.0,-1.0,-1.0
788519,CMP005,Search,Desktop,UK,Health,1,76.9,1,98,5,1.66,0,0.0,-1.0,-1.0
113986,CMP005,Email,Mobile,US,Outdoor,0,32.46,0,11,0,0.05,0,0.0,-1.0,-1.0
686146,CMP001,Social,Mobile,IN,Fashion,1,49.26,1,98,3,1.36,0,0.0,-1.0,-1.0
229312,CMP006,Search,Mobile,US,Tech,2,110.39,0,14,1,0.3,0,0.0,-1.0,-1.0
112666,CMP001,Display,Mobile,DE,Health,2,109.89,1,88,3,1.41,0,0.0,-1.0,-1.0
400804,CMP005,Search,Mobile,FR,Food,3,7.6,1,97,1,0.8,0,0.0,-1.0,-1.0
234633,CMP009,Social,Desktop,UK,Food,3,49.49,1,74,2,0.9,0,0.0,-1.0,-1.0
388998,CMP005,Social,Mobile,IN,Health,3,292.62,1,85,1,0.66,1,42.48,63.364,63.36363636363636
950937,CMP006,Social,Desktop,US,Fashion,3,25.82,0,8,0,0.03,0,0.0,-1.0,-1.0
728776,CMP008,Video,Mobile,FR,Fashion,3,215.43,0,11,0,0.06,0,0.0,-1.0,-1.0
807611,CMP001,Search,Mobile,FR,Food,3,63.38,1,98,4,1.53,0,0.0,-1.0,-1.0
384806,CMP002,Social,Desktop,UK,Health,3,95.84,0,9,1,0.28,0,0.0,-1.0,-1.0
894824,CMP009,Social,Mobile,FR,Health,1,234.72,0,13,0,0.09,0,0.0,-1.0,-1.0
130535,CMP003,Display,Mobile,UK,Tech,2,80.14,0,16,1,0.36,0,0.0,-1.0,-1.0
475713,CMP006,Video,Mobile,DE,Food,3,304.96,0,8,0,0.04,0,0.0,-1.0,-1.0
938688,CMP005,Social,Mobile,UK,Fashion,0,24.88,1,110,2,1.02,0,0.0,-1.0,-1.0
451279,CMP002,Display,Desktop,AE,Outdoor,1,186.01,0,15,0,0.08,0,0.0,-1.0,-1.0
921654,CMP007,Search,Mobile,US,Fashion,1,169.81,1,90,3,1.13,0,0.0,-1.0,-1.0
701661,CMP004,Email,Desktop,AE,Fashion,3,282.09,1,93,1,0.55,0,0.0,-1.0,-1.0
747972,CMP001,Social,Mobile,FR,Outdoor,2,149.49,1,92,5,1.69,0,0.0,-1.0,-1.0
589570,CMP004,Display,Mobile,FR,Food,3,86.86,0,11,0,0.04,0,0.0,-1.0,-1.0
556551,CMP006,Search,Tablet,FR,Tech,1,46.33,0,18,1,0.31,0,0.0,-1.0,-1.0
373109,CMP007,Search,Desktop,UK,Fashion,3,74.67,1,88,3,1.04,0,0.0,-1.0,-1.0
124538,CMP007,Social,Mobile,IN,Fashion,0,21.84,1,87,1,0.88,1,109.21,123.102,123.10227272727272
994498,CMP007,Video,Mobile,UK,Food,1,179.11,0,12,1,0.3,0,0.0,-1.0,-1.0
301664,CMP003,Social,Mobile,US,Food,1,95.32,0,8,0,0.03,0,0.0,-1.0,-1.0
591234,CMP006,Email,Mobile,UK,Health,1,85.01,0,13,1,0.32,0,0.0,-1.0,-1.0
999684,CMP008,Social,Desktop,FR,Food,1,70.19,1,89,1,0.75,0,0.0,-1.0,-1.0
239182,CMP004,Social,Desktop,DE,Food,2,163.07,1,90,0,0.34,0,0.0,-1.0,-1.0
572525,CMP008,Search,Mobile,US,Fashion,0,84.53,1,95,7,2.45,0,0.0,-1.0,-1.0
258338,CMP002,Video,Desktop,AE,Tech,5,102.96,1,96,2,0.91,0,0.0,-1.0,-1.0
284064,CMP010,Search,Mobile,DE,Fashion,2,101.54,1,98,4,1.74,0,0.0,-1.0,-1.0
314020,CMP009,Video,Mobile,US,Food,1,148.05,0,11,0,0.05,0,0.0,-1.0,-1.0
723094,CMP009,Email,Mobile,US,Health,3,140.14,1,86,1,0.53,0,0.0,-1.0,-1.0
997421,CMP008,Email,Tablet,FR,Tech,3,234.36,1,90,2,1.19,0,0.0,-1.0,-1.0
715270,CMP010,Social,Desktop,AE,Health,4,214.17,0,17,0,0.09,0,0.0,-1.0,-1.0
745914,CMP010,Display,Mobile,UK,Outdoor,1,69.29,0,15,0,0.11,0,0.0,-1.0,-1.0
219176,CMP001,Display,Mobile,AE,Health,4,335.32,1,81,1,0.78,0,0.0,-1.0,-1.0
318126,CMP002,Search,Desktop,FR,Health,2,138.77,1,92,5,1.62,0,0.0,-1.0,-1.0
318969,CMP006,Display,Mobile,FR,Food,1,384.2,1,82,4,1.58,0,0.0,-1.0,-1.0
222409,CMP010,Search,Mobile,FR,Food,3,125.37,1,104,3,1.11,0,0.0,-1.0,-1.0
647707,CMP005,Social,Tablet,DE,Food,6,74.9,0,9,0,0.05,0,0.0,-1.0,-1.0
353618,CMP009,Search,Desktop,AE,Food,4,61.95,1,73,1,0.57,0,0.0,-1.0,-1.0
869598,CMP005,Search,Mobile,AE,Food,2,19.84,1,96,5,1.72,0,0.0,-1.0,-1.0
150015,CMP002,Social,Mobile,US,Health,0,117.42,0,18,0,0.12,0,0.0,-1.0,-1.0
872838,CMP010,Social,Mobile,IN,Outdoor,3,122.19,0,16,1,0.35,0,0.0,-1.0,-1.0
222096,CMP004,Display,Mobile,UK,Food,2,96.62,0,18,0,0.09,0,0.0,-1.0,-1.0
731347,CMP009,Search,Tablet,FR,Outdoor,2,131.01,0,14,0,0.05,0,0.0,-1.0,-1.0
285340,CMP001,Social,Mobile,AE,Outdoor,3,29.36,1,93,3,1.06,0,0.0,-1.0,-1.0
210687,CMP001,Search,Desktop,AE,Fashion,1,90.36,0,19,0,0.12,0,0.0,-1.0,-1.0
974371,CMP007,Social,Mobile,US,Fashion,1,36.92,0,14,0,0.11,1,113.46,1030.455,1030.4545454545455
511357,CMP003,Display,Mobile,UK,Tech,1,133.95,0,15,0,0.11,1,123.12,1118.273,1118.2727272727273
835716,CMP010,Social,Mobile,IN,Fashion,4,111.11,1,104,6,1.89,0,0.0,-1.0,-1.0
205878,CMP002,Display,Desktop,IN,Food,1,212.78,0,7,1,0.28,0,0.0,-1.0,-1.0
827270,CMP009,Social,Mobile,FR,Outdoor,3,76.74,0,9,1,0.3,0,0.0,-1.0,-1.0
298286,CMP003,Display,Mobile,IN,Tech,4,211.87,0,8,1,0.3,0,0.0,-1.0,-1.0
873290,CMP002,Social,Mobile,IN,Fashion,1,89.82,0,18,0,0.11,0,0.0,-1.0,-1.0
874684,CMP008,Social,Mobile,UK,Health,2,161.25,0,5,0,0.04,0,0.0,-1.0,-1.0
264899,CMP010,Display,Mobile,UK,Tech,1,51.45,1,101,4,1.43,1,117.24,80.986,80.98601398601399
424767,CMP006,Search,Mobile,FR,Food,2,101.76,0,7,0,0.03,0,0.0,-1.0,-1.0
961882,CMP006,Display,Mobile,AE,Outdoor,1,93.72,0,7,2,0.55,0,0.0,-1.0,-1.0
979858,CMP010,Display,Mobile,US,Food,2,221.45,0,12,0,0.08,0,0.0,-1.0,-1.0
479989,CMP007,Search,Mobile,FR,Food,3,93.52,1,87,3,1.31,0,0.0,-1.0,-1.0
515515,CMP007,Search,Mobile,DE,Health,0,94.31,0,12,0,0.06,0,0.0,-1.0,-1.0
143585,CMP006,Search,Mobile,IN,Health,1,365.41,1,106,2,1.15,1,131.71,113.53,113.53043478260871
471369,CMP004,Email,Mobile,US,Outdoor,0,180.15,1,84,3,1.3,0,0.0,-1.0,-1.0
164044,CMP009,Display,Mobile,AE,Fashion,4,79.34,0,11,0,0.07,0,0.0,-1.0,-1.0
542296,CMP006,Search,Desktop,AE,Food,3,149.86,1,97,2,1.14,0,0.0,-1.0,-1.0
209556,CMP004,Social,Mobile,UK,Fashion,1,192.57,0,5,0,0.03,0,0.0,-1.0,-1.0
626981,CMP003,Social,Mobile,DE,Outdoor,2,108.39,1,84,2,1.15,0,0.0,-1.0,-1.0
981691,CMP004,Video,Mobile,AE,Food,1,175.37,1,90,2,0.99,0,0.0,-1.0,-1.0
867595,CMP003,Search,Desktop,DE,Fashion,2,101.6,1,110,3,1.11,1,171.15,153.189,153.18918918918916
300235,CMP002,Search,Desktop,IN,Food,6,222.56,0,19,0,0.08,0,0.0,-1.0,-1.0
125939,CMP005,Video,Mobile,UK,Health,6,16.53,1,85,2,1.15,0,0.0,-1.0,-1.0
252906,CMP002,Search,Mobile,US,Health,2,44.81,1,75,2,0.9,0,0.0,-1.0,-1.0
642335,CMP006,Search,Mobile,UK,Tech,2,71.67,0,6,0,0.02,0,0.0,-1.0,-1.0
388249,CMP003,Email,Tablet,IN,Outdoor,3,175.07,1,99,2,0.89,0,0.0,-1.0,-1.0
175766,CMP006,Display,Desktop,AE,Fashion,2,130.08,0,13,0,0.04,0,0.0,-1.0,-1.0
508923,CMP010,Search,Mobile,DE,Food,0,53.4,1,99,4,1.42,0,0.0,-1.0,-1.0
515192,CMP009,Search,Desktop,IN,Tech,2,111.42,1,80,3,1.37,0,0.0,-1.0,-1.0
668550,CMP001,Search,Desktop,AE,Outdoor,2,17.44,1,104,3,1.24,0,0.0,-1.0,-1.0
487261,CMP006,Search,Mobile,FR,Outdoor,2,26.03,1,85,1,0.62,0,0.0,-1.0,-1.0
910208,CMP009,Video,Mobile,DE,Outdoor,4,22.45,1,80,1,0.75,0,0.0,-1.0,-1.0
785440,CMP004,Social,Mobile,IN,Fashion,4,37.95,0,14,0,0.09,0,0.0,-1.0,-1.0
752664,CMP002,Display,Mobile,US,Health,2,169.71,1,93,6,2.21,0,0.0,-1.0,-1.0
554589,CMP004,Email,Desktop,US,Tech,0,133.55,0,6,0,0.04,1,122.44,3060.0,3059.9999999999995
237848,CMP001,Social,Mobile,AE,Fashion,2,81.35,0,22,1,0.33,0,0.0,-1.0,-1.0
717075,CMP003,Search,Desktop,AE,Food,0,173.62,1,80,4,1.62,0,0.0,-1.0,-1.0
227948,CMP010,Social,Tablet,US,Fashion,3,232.35,0,10,0,0.07,1,156.78,2238.714,2238.714285714286
679304,CMP009,Email,Mobile,FR,Food,2,39.5,0,12,0,0.05,0,0.0,-1.0,-1.0
502690,CMP010,Video,Mobile,UK,Food,1,217.09,1,103,3,1.2,0,0.0,-1.0,-1.0
599046,CMP005,Search,Desktop,US,Outdoor,2,53.04,0,9,0,0.07,0,0.0,-1.0,-1.0
551269,CMP006,Display,Desktop,AE,Fashion,3,61.39,0,12,0,0.05,0,0.0,-1.0,-1.0
121959,CMP003,Social,Desktop,AE,Health,3,318.09,1,93,1,0.64,0,0.0,-1.0,-1.0
760890,CMP005,Email,Mobile,FR,Food,3,114.47,1,83,3,1.15,0,0.0,-1.0,-1.0
850216,CMP008,Search,Mobile,US,Outdoor,1,68.87,0,12,0,0.08,0,0.0,-1.0,-1.0
890180,CMP006,Social,Mobile,FR,Health,2,152.41,0,13,1,0.32,0,0.0,-1.0,-1.0
328576,CMP004,Video,Tablet,US,Fashion,1,188.8,1,77,3,1.11,0,0.0,-1.0,-1.0
637833,CMP002,Social,Mobile,UK,Health,2,115.49,1,68,2,0.8,0,0.0,-1.0,-1.0
265838,CMP009,Social,Desktop,IN,Fashion,2,68.92,1,80,1,0.55,0,0.0,-1.0,-1.0
435674,CMP001,Search,Mobile,US,Food,1,129.4,0,11,1,0.31,0,0.0,-1.0,-1.0
979989,CMP001,Search,Tablet,IN,Tech,4,159.56,0,18,0,0.08,0,0.0,-1.0,-1.0
161087,CMP004,Social,Mobile,US,Tech,1,91.11,1,110,0,0.52,0,0.0,-1.0,-1.0
693128,CMP007,Email,Mobile,UK,Food,2,305.39,0,14,0,0.05,0,0.0,-1.0,-1.0
218451,CMP001,Search,Mobile,AE,Health,0,125.41,1,98,4,1.55,0,0.0,-1.0,-1.0
547600,CMP009,Social,Mobile,IN,Fashion,0,181.59,0,12,1,0.33,0,0.0,-1.0,-1.0
937437,CMP004,Display,Mobile,FR,Tech,2,185.41,1,77,2,1.07,0,0.0,-1.0,-1.0
539792,CMP003,Search,Mobile,US,Fashion,0,27.06,0,16,0,0.07,0,0.0,-1.0,-1.0
139353,CMP001,Social,Mobile,AE,Food,4,152.97,0,15,0,0.11,0,0.0,-1.0,-1.0
293075,CMP010,Display,Mobile,US,Health,2,163.89,1,98,3,1.23,0,0.0,-1.0,-1.0
314283,CMP004,Video,Desktop,FR,Fashion,0,67.97,1,82,2,1.07,0,0.0,-1.0,-1.0
414877,CMP009,Display,Mobile,UK,Health,0,59.54,1,88,1,0.89,0,0.0,-1.0,-1.0
165318,CMP010,Display,Mobile,DE,Tech,5,26.62,0,7,0,0.05,0,0.0,-1.0,-1.0
865313,CMP006,Search,Desktop,US,Fashion,2,246.82,1,107,0,0.5,0,0.0,-1.0,-1.0
582690,CMP006,Email,Mobile,FR,Outdoor,1,50.83,1,71,2,0.81,1,116.86,143.272,143.2716049382716
516880,CMP001,Search,Tablet,DE,Tech,2,27.82,0,11,1,0.31,0,0.0,-1.0,-1.0
691460,CMP010,Display,Mobile,US,Health,1,78.46,0,7,0,0.04,0,0.0,-1.0,-1.0
840976,CMP002,Search,Mobile,IN,Food,2,43.39,1,84,2,1.04,0,0.0,-1.0,-1.0
881239,CMP006,Email,Mobile,AE,Outdoor,1,27.36,0,12,0,0.08,0,0.0,-1.0,-1.0
193264,CMP002,Display,Mobile,AE,Fashion,3,407.13,1,98,3,1.12,0,0.0,-1.0,-1.0
870746,CMP003,Display,Mobile,FR,Tech,0,41.04,0,13,0,0.08,0,0.0,-1.0,-1.0
913168,CMP004,Search,Mobile,IN,Fashion,0,53.61,1,97,4,1.39,0,0.0,-1.0,-1.0
